customer_id,customer_name,gender,age,city,state,signup_date,loyalty_tier,customer_status,annual_spend
100065,Kiran Bisht,FEMALE,23,Gurugram,Haryana,10-01-2024,Regular,Inactive,
100066,Priyanka Reddy,Female,19,Hyderabad,Telangana,10-01-2021,Gold,active,73903.5
100067,Lata More,Female,35,thiruvananthapuram,Kerala,03-08-2023,Gold,Inactive,46250.57
100068,Veena Bisht,F,45,Indore,Madhya Pradesh,31-12-2023,SILVER,Inactive,66422.46
100069,Sunil More,Female,45,Gurugram,Haryana,20-10-2019,Gold,Active,129541.59
100070,Nikhil Joshi,Male,50,Mumbai,Maharashtra,01-08-2020,Silver,Active,17269.8
100071,Amit Kulkarni,Female,41,Indore,Madhya Pradesh,21-03-2023,Regular,Active,65845.81
100072,Sona Ghosh,Male,36,Kolkata,West Bengal,28-09-2021,Silver,Active,30532.57
100073,Preeti Iyer,male,75,Thiruvananthapuram,Kerala,20-02-2022,Silver,Inactive,35025.34
100074,Usha Das,Male,20,Thiruvananthapuram,Kerala,24-07-2024,Silver,Inactive,75179.59
100075,Sunil Patil,Other,26,Indore,Madhya Pradesh,23-04-2019,Gold,Active,93413.32
100076,Smita Agarwal,male,44,Pune,Maharashtra,28-12-2019,Gold,Inactive,130522.27
100077,Deepika Verma,Male,72,Mumbai,Maharashtra,04-09-2024,Gold,Active,69009.35
100078,Venkat Ghosh,Female,29,Indore,Madhya Pradesh,11-05-2019,Platinum,Active,3189.01
100079,Sneha Rao,M,70,Gurugram,Haryana,17-08-2024,Gold,Inactive,198726.88
100080,Krishnan Chettiar,Female,68,Hyderabad,Telangana,12-01-2024,Regular,Active,129758
100081,Varsha Sarkar,Female,60,Gurugram,Haryana,06-03-2019,Gold,Active,68947.14
100082,Pallavi Nair,Male,32,Mumbai,Maharashtra,28-09-2023,Platinum,Active,167716.09
100083,Shyam Shah,Male,21,Noida,Uttar Pradesh,16-06-2022,Silver,Active,110576.78
100084,Bharti Chettiar,Male,37,Indore,Madhya Pradesh,01-03-2022,regular,Inactive,134603.44
100085,Vivek Nath,male,23,Jaipur,Rajasthan,24-06-2022,Platinum,Active,19554.65
100086,Ramesh Reddy,Male,27,Bangalore,Karnataka,27-07-2022,Regular,Active,124589.15
100087,Rupali Mehta,Female,56,Thiruvananthapuram,Kerala,10-11-2024,Platinum,Inactive,15657.26
100088,Girish Shinde,Female,74,Pune,Maharashtra,31-05-2021,regular,Active,44457.68
100089,Pooja Gupta,Female,52,Lucknow,Uttar Pradesh,09-12-2020,Regular,Active,175322.16
100090,Sunil Joshi,M,24,Chennai,Tamil Nadu,07-01-2020,Regular,Active,39730.05
100091,Madhuri Sawant,Male,22,Mumbai,Maharashtra,17-01-2024,Regular,Active,178793.82
100092,Nikhil Sawant,Male,67,Visakhapatnam,Andhra Pradesh,05-06-2022,Platinum,Active,111893.17
100093,Suresh Jain,Female,75,Bangalore,Karnataka,26-02-2020,GOLD,Blocked,149768.5
100094,Sachin Iyer,FEMALE,74,Jaipur,Rajasthan,21-10-2021,Gold,Active,28708.37
100095,Lakshmi Rao,Female,58,Ahmedabad,Gujarat,12-04-2023,Regular,Active,54562.52
100096,Pooja Sharma,Female,26,Ahmedabad,Gujarat,09-07-2024,Regular,Active,10306.68
100097,Kavya Sarkar,Male,39,Jaipur,Rajasthan,15-05-2020,Regular,Active,37660.13
100098,Pranav Naidu,F,19,Delhi,Delhi,06-04-2023,Silver,Active,
100099,Madhuri Deshpande,Male,69,Kolkata,West Bengal,19-11-2021,Silver,active,117092.52
100100,Abhishek Bisht,Male,42,Indore,Madhya Pradesh,08-07-2024,regular,Active,176074.66
100101,Sachin Yadav,Female,21,Delhi,Delhi,28-12-2019,Gold,Inactive,3875258.44
100102,Varsha Dutta,Male,54,Noida,Uttar Pradesh,16-11-2021,Silver,Inactive,153176.68
100103,Veena Kulkarni,Female,66,Visakhapatnam,Andhra Pradesh,13-08-2021,Regular,Active,72002.2
100104,Tushar Dubey,male,39,Delhi,,29-03-2025,Silver,Active,163031.15
100105,Venkat Chatterjee,Male,75,Gurugram,Haryana,12-10-2020,Regular,Active,821.28
100106,Lakshmi Chauhan,Male,75,Bangalore,Karnataka,27-09-2023,Regular,Active,4185.18
100107,Santosh Shukla,Male,35,Indore,Madhya Pradesh,03-01-2023,Regular,Active,179496.01
100108,Deepak Bansal,Other,49,Jaipur,Rajasthan,21-09-2019,Regular,Active,136938.89
100109,Dinesh More,male,59,Kolkata,West Bengal,03-01-2022,Regular,Active,153616.88
100110,Rajesh Sen,Female,33,Mumbai,Maharashtra,08-12-2022,Gold,Active,22496.33
100111,Kiran More,Female,27,Lucknow,Uttar Pradesh,30-05-2021,Silver,Active,76623.3
100112,Kaushik Rawat,Other,23,Indore,,15-04-2021,Regular,Active,167781.82
100113,Sona Yadav,FEMALE,43,Jaipur,Rajasthan,21-01-2022,Regular,Active,31271.09
100114,Nalini Pillai,Male,70,Ahmedabad,Gujarat,24-09-2022,Regular,Active,158765.01
100115,Deepak Agarwal,male,40,Jaipur,Rajasthan,01-02-2023,Regular,Active,176307.58
100116,Archana Dubey,male,61,Bangalore,Karnataka,12-10-2020,Regular,Active,121664.31
100117,Prakash Patil,Male,53,Indore,Madhya Pradesh,14-02-2020,Regular,Active,74379.9
100118,Varsha Deshpande,Male,67,Noida,Uttar Pradesh,26-01-2025,Gold,Inactive,103711.18
100119,Tushar Negi,Female,42,Kolkata,West Bengal,26-05-2022,Regular,Inactive,42444.25
100120,Nalini Paul,Male,73,Kolkata,,24-12-2021,Platinum,Active,81280.61
100121,Rajesh Naik,Female,47,Mumbai,Maharashtra,30-10-2021,Platinum,Inactive,123105.03
100122,Yash Bisht,Female,29,Bangalore,Karnataka,01-03-2020,Regular,active,126959.06
100123,Venkat Mukherjee,Female,38,Indore,Madhya Pradesh,13-03-2025,Gold,Inactive,157258.39
100124,Deepak Deshpande,Female,50,Hyderabad,Telangana,14-12-2024,Regular,Active,155450.58
100125,Tarun Deshpande,Male,47,Hyderabad,Telangana,29-01-2020,GOLD,Active,98083.39
100126,Usha Kulkarni,Female,38,Mumbai,Maharashtra,08-03-2023,Regular,Active,5566.96
100127,Rahul Reddy,Female,19,Mumbai,Maharashtra,19-04-2023,Gold,Active,7171.99
100128,Vikram Jadhav,Male,75,Pune,Maharashtra,26-08-2021,Gold,Blocked,85131.99
100129,Rekha Ghosh,Male,74,Bangalore,Karnataka,25-08-2019,Regular,Active,54383.08
100130,Satish Menon,Female,22,Mumbai,Maharashtra,10-07-2024,GOLD,Active,81335.12
100131,Komal Roy,male,22,Lucknow,Uttar Pradesh,15-02-2019,Platinum,Active,46051.3
100132,Ramesh Agarwal,Male,29,Bangalore,Karnataka,12-04-2024,regular,Active,160083.9
100133,Kaushik Banerjee,Female,23,Ahmedabad,Gujarat,06-11-2019,Silver,Active,32233.81
100134,Rakesh Pillai,Female,69,Indore,Madhya Pradesh,28-07-2022,Regular,Active,75819.71
100135,Sudha Jadhav,Male,25,Gurugram,Haryana,04-11-2022,Regular,Active,102486.27
100136,Deepika Tiwari,Female,52,Kolkata,West Bengal,02-10-2024,Regular,Inactive,56251.94
100137,Girish Kamath,Male,34,Noida,Uttar Pradesh,04-02-2020,Silver,Active,
100138,Komal Das,Female,48,kolkata,West Bengal,02-06-2024,GOLD,Active,93273.9
100139,Amit Nath,Female,71,Hyderabad,Telangana,28-02-2022,Platinum,Active,10340.48
100140,Lata Shukla,FEMALE,60,Indore,Madhya Pradesh,25-10-2023,Regular,Active,80554.97
100141,Padma Singh,FEMALE,68,Mumbai,Maharashtra,05-03-2019,Regular,Inactive,199610.78
100142,Shilpa Joshi,Male,73,Kolkata,West Bengal,22-05-2023,Regular,Active,24014.21
100143,Deepak Chauhan,Female,26,Bangalore,,14-12-2020,Silver,Blocked,5504.24
100144,Varsha Naidu,male,56,Gurugram,Haryana,05-05-2022,Gold,Active,1350.21
100145,Anjali Rao,Male,34,Noida,Uttar Pradesh,29-10-2020,Regular,Blocked,153148.88
100146,Ashok Iyer,Female,58,Visakhapatnam,Andhra Pradesh,02-02-2024,regular,Active,97443.52
100147,Nikhil Chettiar,Male,54,Delhi,Delhi,13-09-2022,Regular,Active,46755.88
100148,Anjali Tiwari,Female,34,Chennai,Tamil Nadu,20-11-2023,Regular,Active,62377.72
100149,Veena Mandal,Female,32,Ahmedabad,Gujarat,13-07-2021,Silver,Active,165829.08
100150,Shruti Bisht,Female,0,Lucknow,Uttar Pradesh,03-12-2023,Regular,Active,
100151,Priyanka Kulkarni,Male,56,Kolkata,West Bengal,09-05-2022,Regular,Active,21946.76
100152,Tushar Das,Female,36,Bangalore,Karnataka,11-02-2024,Regular,Active,59560.64
100153,Shilpa Kumar,Female,56,Ahmedabad,Gujarat,16-02-2019,Regular,Active,119693.1
100154,Veena Roy,Female,44,Visakhapatnam,Andhra Pradesh,11-12-2023,Regular,Active,8655.6
100155,Nikhil Jain,Female,55,Jaipur,Rajasthan,16-12-2019,Regular,Active,71839.28
100156,Vikram Desai,Male,52,Ahmedabad,Gujarat,27-02-2021,Gold,Active,29047.96
100157,Manoj Bhatt,F,70,Mumbai,Maharashtra,25-11-2021,Silver,Active,122588.43
100158,Dinesh Das,Male,37,Chennai,Tamil Nadu,16-05-2019,Platinum,Active,106446.97
100159,Hemant Nath,Female,24,Kolkata,West Bengal,10-02-2019,Regular,active,
100160,Usha Biswas,Female,26,Gurugram,Haryana,04-10-2023,Silver,Active,79679.04
100161,Akash Hegde,Male,22,Mumbai,Maharashtra,28-08-2022,SILVER,Blocked,190308.39
100162,Sujata Paul,F,28,Chennai,Tamil Nadu,27-10-2021,Gold,Active,159542.11
100163,Tushar Das,Male,18,Gurugram,,19-01-2019,Regular,Active,105650.67
100164,Lakshmi Singh,Male,63,Mumbai,Maharashtra,10-02-2023,Regular,Active,99908.7
100165,Rohan Mishra,Male,44,Visakhapatnam,Andhra Pradesh,27-12-2022,Silver,Active,50946.04
100166,Akash Das,Female,67,Jaipur,Rajasthan,24-02-2019,Regular,Blocked,28780.87
100167,Harish Patel,F,73,Visakhapatnam,Andhra Pradesh,11-06-2024,Gold,Active,100283.44
100168,Amit Pillai,M,54,Kolkata,West Bengal,24-04-2019,Regular,Active,9720.92
100169,Akash Gaikwad,Male,27,Visakhapatnam,Andhra Pradesh,20-03-2021,Silver,Active,118881.27
100170,Vishal Mukherjee,F,22,Noida,Uttar Pradesh,06-11-2020,Platinum,Active,166182.74
100171,Rajesh Pawar,Male,69,Noida,Uttar Pradesh,23-11-2019,Silver,Active,35974.54
100172,Tushar Dutta,Male,45,Visakhapatnam,Andhra Pradesh,22-02-2021,Regular,Inactive,172055.63
100173,Shruti Mehta,male,41,Bangalore,Karnataka,01-07-2021,Platinum,Active,167066.11
100174,Ganesh Negi,Female,59,Lucknow,Uttar Pradesh,06-05-2019,Silver,Active,13630.2
100175,Komal Bose,FEMALE,43,Gurugram,Haryana,07-12-2021,regular,Active,156487.08
100176,Kiran Negi,Female,21,Ahmedabad,Gujarat,10-04-2020,Regular,Active,62492.45
100177,Venkat Bose,F,74,Pune,Maharashtra,01-07-2021,Regular,Active,147523.87
100178,Mohan Chauhan,Female,59,Kolkata,West Bengal,06-05-2024,Regular,Active,172677.4
100179,Nalini Bansal,Female,67,bangalore,Karnataka,09-08-2020,Regular,Active,194292.26
100180,Aditya Roy,male,37,Visakhapatnam,Andhra Pradesh,23-08-2022,Silver,Active,184254.85
100181,Bhavna Varma,M,65,Hyderabad,Telangana,09-07-2021,Regular,Active,115126.43
100182,Shweta Desai,Other,29,Chennai,Tamil Nadu,23-09-2024,Regular,Active,96539.68
100183,Pranav Tiwari,Female,45,Indore,Madhya Pradesh,04-11-2021,Silver,Active,143058.58
100184,Padma Naik,FEMALE,43,Noida,Uttar Pradesh,19-06-2024,Regular,Active,107097.12
100185,Prakash Joshi,Male,59,Ahmedabad,Gujarat,19-11-2019,Regular,Inactive,171242.26
100186,Vijay Pillai,Male,23,Indore,Madhya Pradesh,29-03-2019,Gold,Active,62357.05
100187,Rohan Paul,Other,72,Bangalore,Karnataka,06-11-2023,Regular,Active,130094.23
100188,Rahul Chakraborty,Female,72,Ahmedabad,Gujarat,07-11-2023,Regular,Inactive,654.79
100189,Kavya Kulkarni,Male,53,Chennai,Tamil Nadu,30-12-2023,Regular,Active,43546.49
100190,Vivek Gupta,Female,24,Thiruvananthapuram,Kerala,25-07-2019,Silver,Active,102932.13
100191,Deepak Tiwari,F,75,Pune,Maharashtra,28-07-2023,Silver,Active,70786.71
100192,Preeti Gupta,Female,60,Bangalore,Karnataka,18-10-2020,Regular,Active,96093.9
100193,Amit Krishnan,Male,36,Ahmedabad,Gujarat,14-03-2019,Regular,Active,156323.18
100194,Bhavna Biswas,Female,56,Kolkata,West Bengal,09-03-2022,Regular,Active,16346.44
100195,Vijay Chakraborty,Female,44,Pune,Maharashtra,18-02-2020,Regular,Active,70543.31
100196,Bhavna Tiwari,Male,66,Mumbai,Maharashtra,23-08-2020,Regular,Active,167061.45
100197,Shweta Yadav,Other,48,Mumbai,Maharashtra,24-05-2024,Gold,Inactive,21992.37
100198,Lakshmi Patel,Male,60,Bangalore,Karnataka,25-08-2019,Regular,Invalid,101702.52
100199,Ajay Tiwari,Female,58,Chennai,Tamil Nadu,24-05-2023,Regular,Inactive,56778.64
100200,Deepika Kumar,Male,32,Kolkata,West Bengal,07-07-2024,Gold,Active,198322.15
100201,Krishnan Negi,Female,50,Jaipur,Rajasthan,27-03-2023,Regular,Active,
100202,Arun Chauhan,Male,36,Hyderabad,Telangana,23-02-2020,Regular,Active,112990.47
100203,Kaushik Mehta,Female,18,Hyderabad,Telangana,15-04-2020,Regular,Active,105677.28
100204,Rupali Verma,Female,30,Bangalore,Karnataka,09-03-2025,Platinum,Active,60934.73
100205,Smita Agarwal,Female,43,Pune,Maharashtra,14-05-2022,Regular,Active,167196.96
100206,Poonam Agarwal,Female,55,Thiruvananthapuram,Kerala,27-06-2025,Regular,Active,156611.02
100207,Sona Shetty,F,69,Delhi,Delhi,08-08-2020,Gold,Active,110666.21
100208,Kavya Shukla,Male,30,Chennai,Tamil Nadu,29-02-2020,regular,Active,17641.81
100209,Rupali Krishnan,Female,18,Visakhapatnam,,30-01-2022,Gold,Blocked,90920.45
100210,Aditya Dubey,Male,34,Bangalore,Karnataka,27-05-2020,Regular,Active,195354.98
100211,Aditya Negi,Male,46,Kolkata,West Bengal,22-11-2025,Regular,Active,46137.49
100212,Naveen Iyer,Female,37,Indore,Madhya Pradesh,21-01-2024,regular,Active,111525.98
100213,Harish Yadav,male,23,Chennai,Tamil Nadu,23-01-2020,Regular,Active,186238.68
100214,Chitra Sen,Male,53,Ahmedabad,Gujarat,14-09-2024,Regular,Active,130101.47
100215,Arjun Mandal,Male,22,Gurugram,Haryana,23-06-2022,Gold,Inactive,186879.29
100216,Ananya Biswas,Other,45,Mumbai,Maharashtra,02-01-2022,Regular,active,71656.13
100217,Varsha Srivastava,Female,51,Kolkata,West Bengal,13-03-2023,Regular,INACTIVE,96268.96
100218,Bharti Srivastava,FEMALE,74,Mumbai,Maharashtra,07-01-2021,Regular,Active,144008.51
100219,Sachin Nath,Female,24,Noida,Uttar Pradesh,25-09-2020,Silver,Active,185854.34
100220,Neetha Naik,Female,39,Noida,Uttar Pradesh,09-05-2023,Silver,Active,16109.06
100221,Lata Pandey,FEMALE,48,Hyderabad,,30-01-2023,Regular,Inactive,165038.93
100222,Veena Shetty,Male,43,Kolkata,West Bengal,13-12-2021,Regular,Inactive,
100223,Chitra More,Male,73,Jaipur,Rajasthan,10-02-2020,,Active,149598.95
100224,Arun Mishra,Female,29,mumbai,Maharashtra,31-03-2020,Gold,Active,65677.24
100225,Rakesh Mandal,Male,34,Jaipur,Rajasthan,26-12-2019,Regular,Active,111430.21
100226,Pallavi Deshpande,Female,54,Gurugram,Haryana,17-07-2023,Regular,Blocked,15178.49
100227,Nisha Varma,Male,47,Noida,Uttar Pradesh,26-01-2023,Gold,Active,28131.32
100228,Pallavi Kamath,Male,31,Chennai,Tamil Nadu,22-05-2024,Silver,Active,143697.91
100229,Nikhil Bisht,Other,45,Hyderabad,Telangana,28-09-2019,Silver,Active,167401.93
100230,Ritu Nair,M,60,Bangalore,Karnataka,06-07-2023,Platinum,Active,177668.66
100231,Neha More,Male,29,Thiruvananthapuram,Kerala,31-10-2024,SILVER,Inactive,149525.07
100232,Sujata Chakraborty,FEMALE,74,Lucknow,Uttar Pradesh,20-11-2021,Gold,Active,112604.76
100233,Krishnan Naik,Female,62,Ahmedabad,Gujarat,26-05-2024,regular,Active,184497.72
100234,Rahul Negi,Male,47,Hyderabad,Telangana,03-04-2019,Regular,Active,14955.82
100235,Krishnan Naik,Female,49,Noida,Uttar Pradesh,12-03-2021,Regular,Active,115984.37
100236,Gaurav Jain,Female,61,Pune,Maharashtra,11-02-2024,Gold,Active,192279.5
100237,Nalini Menon,Female,53,Indore,Madhya Pradesh,02-02-2025,Regular,Active,148751.52
100238,Sunita Rawat,Female,50,Thiruvananthapuram,Kerala,16-04-2024,Silver,Active,34767.08
100239,Madhuri Kulkarni,Male,18,Mumbai,,23-04-2022,Silver,Inactive,14336.27
100240,Sachin Chakraborty,Male,43,Delhi,Delhi,10-01-2020,Regular,Blocked,177057.87
100241,Sridhar Rawat,Male,74,Jaipur,,25-01-2024,Regular,Active,
100242,Ashok Negi,FEMALE,58,Visakhapatnam,Andhra Pradesh,16-11-2023,Regular,Blocked,6512.11
100243,Kartik Das,Female,75,Kolkata,West Bengal,29-10-2025,Platinum,Active,56050.41
100244,Nandini Pillai,Male,200,Chennai,Tamil Nadu,23-04-2019,Gold,Active,81739.75
100245,Abhishek Mehta,Female,36,bangalore,Karnataka,29-07-2023,GOLD,Active,146296.17
100246,Mohan Shinde,Other,62,Ahmedabad,Gujarat,23-08-2024,Regular,Active,89288.2
100247,Prakash Mishra,male,37,Hyderabad,Telangana,23-03-2021,Regular,Active,23604.39
100248,Anjali Jadhav,Female,29,Jaipur,Rajasthan,24-06-2021,Silver,Active,4226.86
100249,  Madhuri Chettiar,M,48,Chennai,Tamil Nadu,21-06-2022,Regular,Active,178628.28
100250,Abhishek Kulkarni,Female,74,Bangalore,Karnataka,08-08-2022,Silver,INACTIVE,18108.53
100251,Sapna Shukla,Male,39,Delhi,Delhi,02-03-2020,Regular,Active,195791.74
100252,Lata Sarkar,Male,66,Bangalore,Karnataka,20-04-2021,Gold,Active,5869151.48
100253,Nalini Reddy,Female,54,Kolkata,West Bengal,23-07-2024,Platinum,Inactive,149666.37
100254,Rupali Nath,male,56,Pune,Maharashtra,19-07-2019,Platinum,Active,104413.69
100255,Kaushik Gaikwad,Male,41,Chennai,Tamil Nadu,05-03-2020,Gold,Inactive,193846.32
100256,Arjun Patel,Female,49,Kolkata,West Bengal,02-05-2022,Regular,Active,128692.76
100257,Varsha Krishnan,Male,43,Indore,Madhya Pradesh,07-11-2022,Regular,Inactive,166153.75
100258,Harish Kumar,M,33,Ahmedabad,Gujarat,11-09-2022,Silver,Inactive,148284.04
100259,Lata Ghosh,male,46,Noida,Uttar Pradesh,11-03-2025,Silver,Active,164850.35
100260,Prasad Tiwari,Female,60,Ahmedabad,Gujarat,02-03-2021,Regular,Active,98639.94
100261,Mohan Agarwal,Other,50,Mumbai,Maharashtra,24-10-2022,Silver,Active,9122
100262,Divya Das,Male,33,Ahmedabad,Gujarat,20-01-2024,Silver,Active,28360.99
100263,Prasad Reddy,F,39,Kolkata,West Bengal,24-01-2024,Regular,INACTIVE,7831.2
100264,Ananya Chaudhary,Male,68,Lucknow,Uttar Pradesh,17-10-2020,Silver,Blocked,119614.56
100265,Pranav Patel,Male,46,Pune,Maharashtra,25-01-2025,Silver,Active,73253.21
100266,Abhishek Gaikwad,Male,34,Bangalore,Karnataka,31-05-2020,Regular,Active,1820.08
100267,Neha Pawar,Male,59,Hyderabad,Telangana,10-09-2019,Gold,Active,104149.94
100268,Bhavna Chatterjee,Female,71,Hyderabad,Telangana,22-01-2021,Silver,Active,67763.16
100269,Neha Verma,Male,47,Jaipur,Rajasthan,08-06-2019,Silver,Active,62213.07
100270,Tushar Bansal,Female,64,Ahmedabad,Gujarat,05-08-2021,Silver,Inactive,148256.21
100271,Archana Jain,male,32,Pune,Maharashtra,16-08-2019,Regular,Active,47018.13
100272,Geeta Mandal,Male,57,Visakhapatnam,Andhra Pradesh,13-11-2020,regular,Active,39106.38
100273,Abhishek Kumar,Female,28,Kolkata,West Bengal,13-09-2023,Silver,Active,
100274,Ajay Bose,male,59,Indore,Madhya Pradesh,18-11-2021,,Active,92475.87
100275,Manoj Paul,FEMALE,34,Mumbai,Maharashtra,26-07-2022,Silver,Inactive,198804.48
100276,Manasi Chettiar,Male,27,Delhi,Delhi,30-09-2024,Regular,Active,144050.84
100277,Manoj Shetty,Male,30,Pune,Maharashtra,05-05-2023,Regular,Active,159082.25
100278,Gaurav Sen,Female,73,Bangalore,Karnataka,20-02-2021,Platinum,Inactive,199343.39
100279,Sunil Mukherjee,Male,71,Mumbai,Maharashtra,28-03-2025,Silver,Active,1051.23
100280,Abhishek Naidu,Other,49,Pune,Maharashtra,28-02-2020,Regular,Inactive,12113.92
100281,Santosh Mukherjee,Female,46,Ahmedabad,Gujarat,03-09-2022,Regular,Blocked,7248426.78
